year,airport_id,cargo_lifted_lb,departures,cargo_received_lb,arrivals,total_throughput_lb,total_operations
2020,MHT,88827466.0,1732.0,119022409.0,1805.0,207849875.0,3537.0
2020,MHV,2354.0,4.0,2354.0,3.0,4708.0,7.0
2020,MIA,509134288.0,8399.0,685434973.0,8431.0,1194569261.0,16830.0
2020,MIO,6471.0,6.0,11806.0,4.0,18277.0,10.0
2020,MKE,75634339.0,3128.0,86968617.0,2843.0,162602956.0,5971.0
2020,MKG,6365.0,4.0,0.0,4.0,6365.0,8.0
2020,MKK,157016.0,260.0,555565.0,367.0,712581.0,627.0
2020,MKL,5400.0,1.0,0.0,1.0,5400.0,2.0
2020,MLB,2160.0,1.0,0.0,0.0,2160.0,1.0
2020,MLI,46262.0,3.0,41734.0,3.0,87996.0,6.0
2020,MLL,29316.0,696.0,641999.0,713.0,671315.0,1409.0
2020,MLU,0.0,0.0,175351.0,203.0,175351.0,203.0
2020,MLY,0.0,4.0,0.0,4.0,0.0,8.0
